REF_AREA,Reference area,Measure,Unit of measure,Sex,Age,TIME_PERIOD
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2021
JPN,Japan,Effective labour market exit age,Years,Male,Not applicable,2022
KOR,Korea,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Female,Not applicable,2022
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1970
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1971
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1972
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1973
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1974
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1975
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1976
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1977
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1978
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1979
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1980
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1981
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1982
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1983
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1984
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1985
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1986
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1987
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1988
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1989
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1990
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1991
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1992
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1993
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1994
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1995
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1996
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1997
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1998
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,1999
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2000
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2001
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2002
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2003
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2004
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2005
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2006
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2007
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2008
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2009
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2010
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2011
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2012
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2013
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2014
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2015
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2016
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2017
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2018
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2019
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2020
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2021
KOR,Korea,Expected years after labour market exit,Years,Female,Not applicable,2022
SWE,Sweden,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014
SWE,Sweden,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016
SWE,Sweden,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
SWE,Sweden,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
CHE,Switzerland,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
GBR,United Kingdom,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1990
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1991
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1992
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1993
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1994
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1995
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1996
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1997
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1998
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,1999
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2000
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2001
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2002
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2003
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2004
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2005
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2006
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2007
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2008
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2009
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2010
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2011
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2012
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2013
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2014
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2015
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2016
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2017
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2018
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2019
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2020
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2021
ISR,Israel,Expected years after labour market exit,Years,Male,Not applicable,2022
SVN,Slovenia,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2014
SVN,Slovenia,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2016
SVN,Slovenia,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2018
SVN,Slovenia,Occupational transfers to older people,Percentage of gross disposable income of the population aged over 65 years,Not applicable,66 years or over,2020
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2014
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2018
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2020
IND,India,Current retirement age for a person who entered the labour force at age 22,Years,Female,Not applicable,2022
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,1995
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,1996
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,1997
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,1998
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,1999
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2000
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2001
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2002
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2003
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2004
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2005
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2006
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2007
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2008
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2009
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2010
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2011
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2012
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2013
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2014
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2015
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2016
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2017
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2018
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2019
SAU,Saudi Arabia,Effective labour market exit age,Years,Male,Not applicable,2020
ROU,Romania,Employment rate,Percentage of population in the same age,Not applicable,From 65 to 69 years,2022
MLT,Malta,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
HRV,Croatia,Employment rate,Percentage of population in the same age,Not applicable,From 60 to 64 years,2022
CAN,Canada,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
CAN,Canada,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950
