Country Names,REF_AREA,ISO,TIME_PERIOD,Age,% of pop percieved  health,Well-being value,Measure,Unit of measure,65+ values,Mean Exposure to PM2.5 Mg/metere3,POLLUTANT,Total man-made emissions in Tonnes,% of GDP spent on Ed.
Israel,ISR,,2013,Young,,96.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2014,Young,,98.4,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2015,Young,,97.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2016,Young,,97.5,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2017,Young,,93.2,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2018,Young,,93,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2019,Young,,91.6,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2020,Young,,92.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Israel,ISR,,2021,Young,,92.8,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Chile,CHL,,2015,Middle-aged,,26.474206924,Job strain,Percentage of employees in the same subgroup,,,,,
Netherlands,NLD,,2013,Middle-aged,,7.298673829,Satisfaction with time use,0-10 scale,,,,,
Netherlands,NLD,,2018,Middle-aged,,6.885806335,Satisfaction with time use,0-10 scale,,,,,
Netherlands,NLD,,2022,Middle-aged,,6.909593761,Satisfaction with time use,0-10 scale,,,,,
Germany,DEU,,2012,Middle-aged,,277.96892,Adult literacy skills,Points,,,,,
Poland,POL,,2012,Middle-aged,,40.06129534,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
Türkiye,TUR,,2014,Young,,24.40209824,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
Denmark,DNK,,2012,Young,,47.00321701,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
Denmark,DNK,,2021,Young,,39.652669,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
Ireland,IRL,,2012,Middle-aged,,273.40906,Adult literacy skills,Points,,,,,
Colombia,COL,,2018,Middle-aged,,80.05,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Colombia,COL,,2019,Middle-aged,,80.15,Perceived health as positive,Percentage of population aged 16 years or over in the same subgroup,,,,,
Australia,AUS,,2010,Young,,97.12308049,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Australia,AUS,,2013,Young,,97.12308049,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Australia,AUS,,2014,Young,,97.12308049,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Australia,AUS,,2019,Young,,97.12308049,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Australia,AUS,,2021,Young,,97.12308049,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2010,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2011,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2012,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2013,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2014,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2015,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2016,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2017,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2018,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2019,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2020,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
United Kingdom,GBR,,2021,Middle-aged,,92.41090417,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2010,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2011,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2012,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2013,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2014,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2015,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2016,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2017,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2018,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2019,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2020,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
South Africa,ZAF,,2021,Middle-aged,,10.6253691,Negative affect balance,Percentage of population aged 15 years or over in the same subgroup,,,,,
Germany,DEU,,2004,Middle-aged,,78.064312556,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2005,Middle-aged,,77.377012080,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2006,Middle-aged,,78.762466002,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2007,Middle-aged,,80.273722106,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2008,Middle-aged,,80.950201653,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2009,Middle-aged,,80.797,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2010,Middle-aged,,81.475,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2011,Middle-aged,,82.97,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2012,Middle-aged,,83.332,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2013,Middle-aged,,83.424,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2014,Middle-aged,,83.472,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2015,Middle-aged,,83.726,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2016,Middle-aged,,83.938,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2017,Middle-aged,,84.237,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2018,Middle-aged,,84.853,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2019,Middle-aged,,85.409,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2020,Middle-aged,,83.994,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2021,Middle-aged,,84.184,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2022,Middle-aged,,85.244,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
Germany,DEU,,2023,Middle-aged,,85.454,Employment rate,Percentage of population aged 25-64 years in the same subgroup,,,,,
United Kingdom,GBR,,2005,Young,,30.469577789,Job strain,Percentage of employees in the same subgroup,,,,,
United Kingdom,GBR,,2010,Young,,31.632152557,Job strain,Percentage of employees in the same subgroup,,,,,
United Kingdom,GBR,,2015,Young,,23.878738403,Job strain,Percentage of employees in the same subgroup,,,,,
Iceland,ISL,,2007,Middle-aged,,0.775048196,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2008,Middle-aged,,1.854446173,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2009,Middle-aged,,2.634921789,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2010,Middle-aged,,1.819335341,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2011,Middle-aged,,1.938430190,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2012,Middle-aged,,1.886675477,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2013,Middle-aged,,1.834879875,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2014,Middle-aged,,1.731874228,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2015,Middle-aged,,1.371449232,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Iceland,ISL,,2016,Middle-aged,,1.084012389,Labour market insecurity,Percentage of previous earnings lost in the same subgroup,,,,,
Mexico,MEX,,2017,Middle-aged,,29.63069806,Having a say in government,Percentage of population aged 16-65 in the same subgroup,,,,,
Latvia,LVA,,2013,Young,,8.191562687,Satisfaction with personal relationships,0-10 scale,,,,,
Latvia,LVA,,2018,Young,,8.071875572,Satisfaction with personal relationships,0-10 scale,,,,,
Latvia,LVA,,2022,Young,,8.058211645,Satisfaction with personal relationships,0-10 scale,,,,,
Luxembourg,LUX,,2013,Middle-aged,,7.863072385,Satisfaction with personal relationships,0-10 scale,,,,,
Luxembourg,LUX,,2018,Middle-aged,,7.744755139,Satisfaction with personal relationships,0-10 scale,,,,,
Luxembourg,LUX,,2022,Middle-aged,,7.442912437,Satisfaction with personal relationships,0-10 scale,,,,,
Belgium,BEL,,2010,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2011,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2012,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2013,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2014,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2015,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2016,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2017,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2018,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2019,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2020,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2021,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Belgium,BEL,,2022,Young,,72.51065373,Feeling safe at night,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2011,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2012,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2013,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2014,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2015,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2017,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2020,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2021,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Finland,FIN,,2022,Young,,98.75046015,Social support,Percentage of population aged 15 years or over in the same subgroup,,,,,
Italy,ITA,,2013,Young,,6.955071585,Life satisfaction,0-10 scale,,,,,
Italy,ITA,,2018,Young,,7.432122938,Life satisfaction,0-10 scale,,,,,
Italy,ITA,,2021,Young,,7.533308559,Life satisfaction,0-10 scale,,,,,
