REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,94.7
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,93.5
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,93.8
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,94.7
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.7
CAN,Canada,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,91.2
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,78
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,84.1
HRV,Croatia,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,85.9
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,85.3
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,87.7
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,85.6
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,88.5
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,90.9
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,87.6
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,87.7
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,85.7
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,86.6
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,89.8
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,87.3
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,85.9
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,84.2
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,85.2
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,80.9
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,87.6
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,90.2
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,86.4
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,88.1
EST,Estonia,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,86.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,81.7
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,83
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,86.3
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,83.7
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,84.8
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,84.3
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,83.9
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,86.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,84.2
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,84
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,82.5
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,83.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,85.6
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,84.1
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,84
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,85.9
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,86.2
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,83.4
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,86.2
PRT,Portugal,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,86.1
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,91.2
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,92.1
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,92.7
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,91.6
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,92.9
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,92.9
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,93.3
ROU,Romania,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,94
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2002,95.9
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2003,95.8
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,94.8
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,95
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,97.8
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,95.1
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,97.3
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,96.8
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,97.5
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,97.8
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,98.6
ISR,Israel,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,96.8
